CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
420	557	7	0.991	-0.000
557	563	7	0.9293	-48.000
557	607	7	0.9785	-14.016
311	365	7	0.9577	-0.000
311	607	7	0.9475	15.994
64	262	7	0.982	-14.016
151	371	7	0.9811	-16.028
563	607	7	0.9241	33.984
563	619	7	0.9603	33.985
151	434	7	0.9534	-50.016
280	420	7	0.9819	-33.984
420	607	7	0.9758	-14.016
365	607	7	0.9609	15.994
280	619	7	0.9727	-48.000
489	619	7	0.9851	0.000
50	97	7	0.9439	-63.995
280	489	7	0.9736	-48.000
97	234	7	0.9533	-28.031
130	234	7	0.9366	-42.047
97	130	7	0.9809	14.016
235	237	8	0.7264	-8.000
237	244	8	0.7859	15.008
235	244	8	0.7433	7.008
327	575	9	0.8951	-113.085
673	763	10	0.8842	-10.021
685	763	10	0.7974	-26.052
708	763	10	0.7208	-12.036
715	763	10	0.8732	-28.031
755	763	10	0.968	-0.000
759	763	10	0.7064	-2.016
763	766	10	0.7379	-15.995
763	781	10	0.7165	-15.995
763	789	10	0.8344	-29.035
763	822	10	0.8633	-56.063
700	751	10	0.705	13.979
631	710	10	0.901	-56.063
643	710	10	0.8892	-42.047
656	710	10	0.9242	-28.031
684	710	10	0.9141	-14.016
685	710	10	0.7366	-2.016
708	710	10	0.7247	12.000
709	710	10	0.7571	1.003
710	751	10	0.9229	-14.016
710	786	10	0.9513	-42.047
684	714	10	0.8202	-15.995
701	714	10	0.8065	14.015
714	781	10	0.7773	-38.052
684	691	10	0.8111	-1.003
687	691	10	0.7332	1.003
691	701	10	0.7189	-29.007
691	709	10	0.914	-14.016
691	750	10	0.9092	-28.031
729	731	10	0.9035	-1.003
759	787	10	0.7042	-28.031
645	699	10	0.8777	3.995
671	699	10	0.8852	-14.016
699	708	10	0.7317	-14.016
699	733	10	0.9112	-14.016
699	746	10	0.7278	-28.031
699	754	10	0.8042	-28.031
699	766	10	0.7052	-42.047
699	771	10	0.8748	-42.047
687	709	10	0.7013	-13.013
709	749	10	0.7043	-15.019
709	750	10	0.8809	-14.016
673	822	10	0.7821	-66.084
685	822	10	0.7398	-82.116
755	822	10	0.8754	-56.063
789	822	10	0.757	-27.029
656	684	10	0.9029	-14.016
684	786	10	0.9176	-56.062
651	708	10	0.7782	-42.047
685	708	10	0.8585	-14.016
708	733	10	0.7037	-0.000
708	746	10	0.9287	-14.016
708	751	10	0.7156	-2.016
708	766	10	0.9028	-28.031
645	671	10	0.7652	18.010
669	671	10	0.85	1.003
671	733	10	0.8504	-28.032
671	754	10	0.8052	-42.047
671	771	10	0.8847	-56.063
733	754	10	0.8515	-14.015
754	766	10	0.7002	-14.016
754	771	10	0.7945	-14.016
733	771	10	0.9166	-28.031
685	759	10	0.7492	-24.037
715	759	10	0.7031	-26.016
750	789	10	0.7493	-38.052
755	789	10	0.8401	-29.035
669	729	10	0.8174	-28.032
645	692	10	0.7149	-28.032
645	733	10	0.7185	-10.021
651	733	10	0.7069	-42.047
729	733	10	0.7948	1.003
733	746	10	0.7737	-14.016
733	766	10	0.753	-28.031
673	715	10	0.8549	18.010
685	715	10	0.7492	1.979
715	755	10	0.8774	-28.031
687	749	10	0.8693	-28.031
631	751	10	0.8585	-70.078
643	751	10	0.9106	-56.063
656	751	10	0.9155	-42.047
751	786	10	0.941	-28.031
692	746	10	0.7141	3.995
673	755	10	0.8866	-10.021
685	755	10	0.768	-26.052
755	760	10	0.7013	12.000
755	786	10	0.7102	-18.011
631	643	10	0.8982	-14.016
643	656	10	0.9249	-14.016
643	786	10	0.8959	-84.094
631	656	10	0.8872	-28.031
656	786	10	0.924	-70.078
651	766	10	0.8117	-70.078
685	766	10	0.8274	-42.047
746	766	10	0.9419	-14.015
766	786	10	0.7049	-2.016
673	685	10	0.7415	16.031
685	746	10	0.7801	-28.032
651	746	10	0.8263	-56.063
631	786	10	0.8764	-98.109
437	472	11	0.9852	-0.000
438	472	11	0.9076	1.003
437	438	11	0.9135	-1.004
571	637	12	0.992	0.000
600	637	12	0.9736	-0.000
637	644	12	0.9922	-0.000
637	674	12	0.9845	-0.000
637	863	12	0.9861	-0.000
571	644	12	0.996	-0.000
600	644	12	0.9736	-0.000
644	674	12	0.9904	0.000
644	863	12	0.9869	0.000
674	862	12	0.9331	-41.026
862	863	12	0.9216	41.026
571	600	12	0.9792	0.000
571	674	12	0.9867	-0.000
571	863	12	0.9855	-0.000
600	674	12	0.9558	-0.000
600	863	12	0.9575	-0.000
674	863	12	0.9832	0.000
74	186	15	0.8979	15.995
74	466	15	0.8847	-11.016
79	88	16	0.935	58.005
88	275	16	0.8265	-28.031
88	375	16	0.9679	-42.047
79	375	16	0.9473	15.958
16	157	16	0.9579	-48.000
51	157	16	0.9891	15.995
113	157	16	0.9804	-33.984
275	366	16	0.837	-244.070
181	340	16	0.9317	1.979
275	340	16	0.8844	-0.000
315	340	16	0.8635	63.995
340	375	16	0.8816	-14.016
16	51	16	0.952	-63.995
16	113	16	0.9756	-14.016
181	275	16	0.876	1.979
275	315	16	0.9554	-63.995
275	375	16	0.9799	-14.016
51	113	16	0.9734	49.979
51	315	16	0.8443	-113.084
181	315	16	0.843	-62.016
268	315	16	0.8731	-14.016
315	375	16	0.9653	49.979
66	268	16	0.9114	-62.016
113	375	16	0.8368	-113.084
181	375	16	0.8613	-12.037
66	181	16	0.9748	-14.016
747	748	17	0.9198	-28.031
82	128	18	0.9277	58.005
128	218	18	0.9852	-14.016
128	312	18	0.9454	-92.026
128	318	18	0.9467	-60.003
128	450	18	0.8515	-60.034
187	333	18	0.9533	-14.016
220	333	18	0.9672	49.979
82	312	18	0.9649	-34.021
220	312	18	0.8645	29.974
312	318	18	0.9907	32.023
312	450	18	0.8627	31.992
82	184	18	0.9088	-14.016
184	218	18	0.8573	58.005
187	220	18	0.9397	-63.995
82	318	18	0.9485	-1.998
82	450	18	0.8829	-2.029
318	450	18	0.8682	-0.031
15	98	21	0.8439	-16.031
15	183	21	0.8736	-50.016
98	183	21	0.9586	-33.984
45	247	22	0.892	-113.084
89	247	22	0.8989	-16.031
247	342	22	0.9035	-33.984
23	42	22	0.8762	-97.053
42	54	22	0.9137	-2.016
42	89	22	0.9731	-14.016
42	124	22	0.9164	-66.011
11	105	22	0.895	-16.031
23	105	22	0.8852	-14.016
58	105	22	0.9607	49.979
105	145	22	0.985	-0.000
105	179	22	0.9603	-33.984
11	121	22	0.8668	-50.016
23	121	22	0.9506	-48.000
45	121	22	0.9664	-33.984
85	121	22	0.9743	0.000
121	179	22	0.8836	-0.000
11	58	22	0.8804	-66.010
23	58	22	0.8933	-63.995
58	145	22	0.9565	49.979
58	179	22	0.9602	15.995
54	124	22	0.9172	-63.995
23	179	22	0.9353	-48.000
85	179	22	0.8684	-0.000
145	179	22	0.9637	-33.984
11	145	22	0.8806	-16.031
23	145	22	0.9016	-14.016
11	45	22	0.8865	-16.031
11	85	22	0.8814	-50.016
23	85	22	0.9473	-48.000
45	85	22	0.9624	-33.984
23	45	22	0.9572	-14.016
390	473	25	0.9289	49.979
473	524	25	0.8594	-99.068
473	525	25	0.8108	-99.068
390	524	25	0.8698	-49.089
390	525	25	0.8223	-49.089
524	525	25	0.8932	-0.000
22	29	27	0.9832	0.049
29	408	27	0.8288	0.982
22	408	27	0.834	1.032
783	843	28	0.8805	-56.061
824	843	28	0.8557	-14.015
783	824	28	0.8918	-42.046
278	285	30	0.9897	-0.018
712	773	34	0.9218	-28.031
716	725	36	0.9186	-32.026
718	725	36	0.8974	-60.021
720	725	36	0.9514	17.027
716	718	36	0.9726	27.995
718	720	36	0.791	-77.048
716	720	36	0.8428	-49.053
178	189	39	0.9627	-44.026
178	320	39	0.9591	-44.027
178	504	39	0.9726	-56.063
189	504	39	0.9825	-12.036
320	504	39	0.9721	-12.036
504	549	39	0.9074	14.016
189	320	39	0.9899	-0.000
343	478	40	0.8763	0.000
452	478	40	0.9007	-33.984
453	479	40	0.9501	-33.984
249	343	40	0.9129	-33.985
249	352	40	0.8749	-101.048
249	452	40	0.8986	-0.000
452	453	40	0.8703	-0.000
641	668	41	0.7388	-82.983
483	633	42	0.8713	15.995
577	633	42	0.8701	-16.031
597	633	42	0.9227	-48.000
538	597	42	0.8726	-2.016
392	510	42	0.8662	-14.016
510	538	42	0.9438	0.000
510	555	42	0.8898	-33.984
510	577	42	0.9186	-33.984
483	581	42	0.9171	-33.984
538	577	42	0.9272	-33.984
555	577	42	0.9379	0.000
392	538	42	0.8528	-14.016
538	555	42	0.871	-33.984
392	555	42	0.8862	-48.000
400	457	43	0.8762	-33.984
286	425	43	0.9678	-0.000
309	425	43	0.9281	2.015
425	548	43	0.8256	-32.983
286	309	43	0.9432	-2.016
309	400	43	0.8763	-63.995
53	486	43	0.8993	-46.021
59	486	43	0.8951	-18.026
486	548	43	0.8309	33.985
53	59	43	0.9116	-27.996
49	53	43	0.8848	-101.047
286	400	43	0.8386	-66.010
736	775	44	0.9364	-28.031
756	775	44	0.9117	-14.015
761	775	44	0.7763	13.979
736	756	44	0.9428	-14.016
756	761	44	0.7624	-27.995
688	690	45	0.9839	-259.157
688	693	45	0.8015	-44.026
688	704	45	0.9641	-0.000
864	867	47	0.747	41.026
593	864	47	0.703	0.119
670	734	51	0.7617	-29.035
46	173	52	0.7469	-69.058
295	349	53	0.9074	-71.038
295	360	53	0.9489	3.995
349	360	53	0.9006	75.032
360	601	53	0.9253	-147.069
601	627	53	0.9466	-99.068
160	499	54	0.8657	-42.047
213	424	55	0.7419	-107.066
432	503	56	0.8083	-14.016
150	185	57	0.9194	-26.016
150	443	57	0.9496	-42.047
185	443	57	0.9088	-16.031
185	477	57	0.8791	-147.069
261	443	57	0.8556	-16.031
532	629	58	0.865	165.078
565	629	58	0.7476	-48.000
579	629	58	0.8172	-42.047
485	565	58	0.8481	-16.031
485	574	58	0.7438	-111.068
485	590	58	0.7546	-111.069
558	574	58	0.7797	51.995
558	590	58	0.8151	51.995
574	590	58	0.917	-0.000
353	565	58	0.7551	-113.084
20	65	59	0.9817	-33.984
429	435	61	0.9228	73.016
429	433	61	0.8621	317.195
402	405	62	0.9017	-0.044
